Machine,IP,OS,Reg_Date,Vendor,Model,Serial,Tag,Warranty_Expiration,Warranty_Extension,Ship_Date,CPU,Disk,RAM,NIC,UUID,Building,Room,Rack,Size,Function,Level,Priority,Service,Department,Contact,Authorized_Requesters,Solutionary,Backup,Chef_Org,Hosting_Type
asr-messages-prd-web-01.oit.umn.edu,10.32.110.196,rhel-x86_64-server-7,2017-03-01,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 3a d7 bb d5 f7 87-49 2a 35 79 bb 96 cd c5,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,42233ad7bbd5f787492a3579bb96cdc5,WBOB,VM,VM,VM,Rails web app,Production,3,Hosting,ASR,whit0694@umn.edu,debbieg whit0694 poul0035 dlagerro,No,No,oit-hosting,Jointly Managed
asr-messages-qat-web-01.oit.umn.edu,10.32.136.130,rhel-x86_64-server-7,2017-03-31,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 b4 06 f7 ab 72 10-74 36 55 be 2b ce 38 bc,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,NA,7815,NA,4223b406f7ab7210743655be2bce38bc,WBOB,NA,NA,NA,Rails web app,Test,3,Hosting,ASR,asr-web-errors@lists.umn.edu,debbieg dlagerro jennz isen0011 eeklund whit0694,NA,NA,oit-hosting,Jointly Managed
asr-pdfautofill-prod1.oit.umn.edu,128.101.2.198,rhel-x86_64-server-6,2016-01-11,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 ef c3 fc be 1d ef-45 c8 24 c8 90 5b 64 f8,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,200G,7986,eth0-00:50:56:a3:21:43-128.101.2.198,4223efc3fcbe1def45c824c8905b64f8,WBOB,VM,VM,VM,Poduction server for our pdf autofill form generator,Production,NA,Hosting,ASR,asrweb@umn.edu,debbieg whit0694 poul0035 dlagerro jennz,Yes,Yes,NA,NA
asr-pdfautofill-stage1.oit.umn.edu,128.101.2.199,rhel-x86_64-server-6,2016-01-11,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 41 a3 7d 5f af ee-93 7b 2d e8 ed 73 d7 7d,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,200G,7986,eth0-00:50:56:a3:79:09-128.101.2.199,422341a37d5fafee937b2de8ed73d77d,WBOB,VM,VM,VM,Staging server for our pdf autofill form generator,Test,NA,Hosting,ASR,asrweb@umn.edu,debbieg whit0694 poul0035 dlagerro jennz,Yes,Yes,NA,NA
asr-perftest-tst-web-01.oit.umn.edu,128.101.2.222,rhel-x86_64-server-6,2016-09-08,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 20 cb c7 37 4a bc-49 35 85 9d 93 1d 0e 7e,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,150G,7986,eth0-00:50:56:a3:58:e3-128.101.2.222,422320cbc7374abc4935859d931d0e7e,WBOB,VM,VM,VM,Performance Testing,Test,NA,Hosting,ASR,asrweb@umn.edu,debbieg whit0694 dlagerro,Yes,Yes,NA,NA
asr-policy-prod1.oit.umn.edu,128.101.2.145,rhel-x86_64-server-6,2015-03-16,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 15 60 bd 50 13 70-d3 76 d9 08 9b 9c f4 70,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,100G,1998,eth0-00:50:56:a3:30:0d-128.101.2.145,42231560bd501370d376d9089b9cf470,WBOB,VM,VM,VM,public web server for ASR site,Production,NA,Hosting,ASR,asrweb@umn.edu,debbieg whit0694 poul0035 dlagerro,Yes,Yes,NA,NA
asr-policy-stage1.oit.umn.edu,128.101.2.146,rhel-x86_64-server-6,2015-03-16,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 4f 46 b0 ae a8 37-ad 20 2a e6 23 96 9e 8a,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,100G,1998,eth0-00:50:56:a3:58:56-128.101.2.146,42234f46b0aea837ad202ae623969e8a,WBOB,VM,VM,VM,public web server for ASR site,Test,NA,Hosting,ASR,asrweb@umn.edu,debbieg whit0694 poul0035 dlagerro,Yes,Yes,NA,NA
asr-queue-prd-web-02.oit.umn.edu,128.101.122.32,rhel-x86_64-server-7,2016-12-19,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 6a 67 08 f4 83 5a-45 8b 13 0f a4 71 95 75,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,42236a6708f4835a458b130fa4719575,WBOB,VM,VM,VM,httpd,Production,3,Hosting,ASR,jennz@umn.edu,gjaristi,No,Yes,oit-hosting,Fully Managed
asr-queue-prod1.oit.umn.edu,128.101.2.147,rhel-x86_64-server-6,2015-03-16,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 f8 32 3d 3d db f5-57 95 08 2f 8d db 3b 3f,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,100G,7993,eth0-00:50:56:a3:08:d8-128.101.2.147,4223f8323d3ddbf55795082f8ddb3b3f,WBOB,VM,VM,VM,public web server for ASR site,Production,NA,Hosting,ASR,asrweb@umn.edu,debbieg whit0694 poul0035 dlagerro,Yes,Yes,NA,NA
asr-queue-qat-web-02.oit.umn.edu,128.101.122.33,rhel-x86_64-server-7,2016-12-15,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 9a 56 44 a8 68 97-96 f4 a7 b1 d0 0d e8 fc,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,42239a5644a8689796f4a7b1d00de8fc,WBOB,VM,VM,VM,One Stop Queue Web Server,Test,3,Hosting,ASR,jennz@umn.edu,debbieg whit0694 dlagerro,No,No,oit-hosting,Jointly Managed
asr-queue-stage1.oit.umn.edu,128.101.2.148,rhel-x86_64-server-6,2015-03-16,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 b0 ed 4c 75 b8 6f-f6 f5 dd 72 86 e4 69 46,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,100G,7993,eth0-00:50:56:a3:32:5b-128.101.2.148,4223b0ed4c75b86ff6f5dd7286e46946,WBOB,VM,VM,VM,public web server for ASR site,Test,NA,Hosting,ASR,asrweb@umn.edu,debbieg whit0694 poul0035 dlagerro,Yes,Yes,NA,NA
asr-roomsearch-prd-01.oit.umn.edu,128.101.122.134,rhel-x86_64-server-7,2017-05-03,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 04 af a4 84 bd 0f-00 1d bf bc 62 aa eb 09,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,3783,NA,422304afa484bd0f001dbfbc62aaeb09,WBOB,VM,VM,VM,Web Server to host a PHP/Ember application,Production,3,Hosting,ASR,debbieg@umn.edu,debbieg whit0694 dlagerro,No,No,oit-hosting,Jointly Managed
asr-roomsearch-qat-01.oit.umn.edu,128.101.122.133,rhel-x86_64-server-7,2017-05-03,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 b0 6b a8 17 3d 86-e1 6f fa e9 7a ef 60 df,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,1831,NA,4223b06ba8173d86e16ffae97aef60df,WBOB,VM,VM,VM,Web Server to host a PHP/Ember application,Test,3,Hosting,ASR,debbieg@umn.edu,debbieg whit0694 dlagerro,No,No,oit-hosting,Jointly Managed
asr-rooms-prod1.oit.umn.edu,128.101.2.149,rhel-x86_64-server-6,2015-03-16,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 88 d7 a4 4e 1b e7-85 3e 49 5c 47 15 f1 ab,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,100G,1998,eth0-00:50:56:a3:55:97-128.101.2.149,422388d7a44e1be7853e495c4715f1ab,WBOB,VM,VM,VM,public web server for ASR site,Production,NA,Hosting,ASR,asrweb@umn.edu,debbieg whit0694 poul0035 dlagerro,Yes,Yes,NA,NA
asr-rooms-stage1.oit.umn.edu,128.101.2.150,rhel-x86_64-server-6,2015-03-16,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 eb 75 0a 6e c4 b1-d9 81 ca f5 a0 7d b8 39,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,100G,1998,eth0-00:50:56:a3:33:b3-128.101.2.150,4223eb750a6ec4b1d981caf5a07db839,WBOB,VM,VM,VM,public web server for ASR site,Test,NA,Hosting,ASR,asrweb@umn.edu,debbieg whit0694 poul0035 dlagerro,Yes,Yes,NA,NA
asr-scripts-prod1.oit.umn.edu,128.101.2.166,rhel-x86_64-server-6,2015-04-23,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 f0 15 d4 da b1 70-16 b3 85 b2 79 0c 0e 3e,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7993,eth0-00:50:56:a3:57:32-128.101.2.166,4223f015d4dab17016b385b2790c0e3e,WBOB,VM,VM,VM,Script Staging Server,Production,NA,Hosting,ASR,asrweb@umn.edu,debbieg whit0694 poul0035 dlagerro,Yes,Yes,NA,NA
asr-scripts-stage1.oit.umn.edu,128.101.2.167,rhel-x86_64-server-6,2015-04-23,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 71 e2 c0 7b d5 70-ec 50 eb a6 82 ee 81 79,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7993,eth0-00:50:56:a3:04:4c-128.101.2.167,422371e2c07bd570ec50eba682ee8179,WBOB,VM,VM,VM,Script Staging Server,Test,NA,Hosting,ASR,asrweb@umn.edu,debbieg whit0694 poul0035 dlagerro,Yes,Yes,NA,NA
asr-sdpapi-dev-web-02.oit.umn.edu,128.101.122.251,rhel-x86_64-server-7,2016-10-11,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 84 6a 21 74 0a cc-0e db ae ac d1 39 d8 9d,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,11847,NA,4223846a21740acc0edbaeacd139d89d,WBOB,VM,VM,VM,Provides an API that is consumed by MyU,Development,1,Hosting,ASR,debbieg@umn.edu,debbieg@umn.edu whit0694@umn.edu dlagerro@umn.edu,No,Yes,NA,NA
asr-sdpapi-prd-web-02.oit.umn.edu,128.101.122.249,rhel-x86_64-server-7,2016-10-11,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 97 b3 ca 52 af 9c-67 28 47 c3 b7 ff 7a bc,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,11847,NA,422397b3ca52af9c672847c3b7ff7abc,WBOB,VM,VM,VM,Provides an API that is consumed by MyU,Production,1,Hosting,ASR,debbieg@umn.edu,debbieg@umn.edu whit0694@umn.edu dlagerro@umn.edu,No,Yes,NA,NA
asr-sdp-api-prod1.oit.umn.edu,128.101.2.220,rhel-x86_64-server-6,2016-03-11,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 32 b2 ad 27 d8 9b-fd cb cb 58 ba 1e 9e 13,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,150G,11896,eth0-00:50:56:a3:2c:08-128.101.2.220,422332b2ad27d89bfdcbcb58ba1e9e13,WBOB,VM,VM,VM,A staging server for the APlus integration API,Production,NA,Hosting,ASR,asrweb@umn.edu,debbieg whit0694 poul0035 dlagerro,Yes,Yes,NA,NA
asr-sdpapi-qat-web-02.oit.umn.edu,128.101.122.250,rhel-x86_64-server-7,2016-10-11,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 87 1f c6 2c b8 91-8c ef cb b9 40 d7 c0 51,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,11847,NA,4223871fc62cb8918cefcbb940d7c051,WBOB,VM,VM,VM,Provides an API that is consumed by MyU,Production,1,Hosting,ASR,debbieg@umn.edu,debbieg@umn.edu whit0694@umn.edu dlagerro@umn.edu,No,Yes,NA,NA
asr-sdp-api-stage1.oit.umn.edu,134.84.192.27,rhel-x86_64-server-6,2016-03-11,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 69 cc 20 b5 93 c6-0b c9 fe a5 05 8e f1 ec,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,150G,11896,eth0-00:50:56:a3:10:70-134.84.192.27,422369cc20b593c60bc9fea5058ef1ec,WBOB,VM,VM,VM,A staging server for the APlus integration API,Test,NA,Hosting,ASR,asrweb@umn.edu,debbieg whit0694 poul0035 dlagerro,Yes,Yes,NA,NA
asr-sdpevents-prd-02.oit.umn.edu,128.101.122.137,rhel-x86_64-server-7,2017-05-16,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 76 d5 35 2c 36 73-17 1e 31 9d b9 d8 ab f1,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,422376d5352c3673171e319db9d8abf1,WBOB,VM,VM,VM,Work queue manager,Production,3,Hosting,ASR,whit0694@umn.edu,standard asr users,No,No,oit-hosting,Jointly Managed
asr-sdpevents-qat-02.oit.umn.edu,128.101.122.136,rhel-x86_64-server-7,2017-05-16,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 30 ab d5 30 80 d2-37 31 7e c3 86 92 d3 30,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,422330abd53080d237317ec38692d330,WBOB,VM,VM,VM,work queue manager,Test,3,Hosting,ASR,whit0694@umn.edu,standard asr users,No,No,oit-hosting,Jointly Managed
asr-sdp-prd-02.oit.umn.edu,128.101.122.52,rhel-x86_64-server-7,2017-01-18,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 2e 1c 49 b6 3a 52-22 0e ac 4d 4b 71 ca fa,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,11847,NA,42232e1c49b63a52220eac4d4b71cafa,WBOB,VM,VM,VM,Student Degree Progress ETL,Production,3,Hosting,ASR,asr-web-errors@lists.umn.edu,whit0694 dlagerro debbieg jennz eeklund isen011,No,No,oit-hosting,Jointly Managed
asr-sdp-qat-02.oit.umn.edu,128.101.122.46,rhel-x86_64-server-7,2017-01-11,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 ec ee 6b b5 f3 0f-87 3e 21 f2 fa 60 5b 37,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,4223ecee6bb5f30f873e21f2fa605b37,WBOB,VM,VM,VM,APAS ETL Machine,Test,3,Hosting,ASR,whit0694@umn.edu,dlagerro debbieg whit0694 isen0011 eeklund jennz,No,No,oit-hosting,Jointly Managed
asr-sdpqueue-prd-02.oit.umn.edu,128.101.122.69,rhel-x86_64-server-7,2017-02-06,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 fa 49 fa 56 dd dd-49 91 0d d5 47 41 44 11,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,NA,7815,NA,4223fa49fa56dddd49910dd547414411,WBOB,NA,NA,NA,SDP service queue manager,Production,NA,Hosting,NA,NA,NA,NA,NA,NA,NA
asr-sdpqueue-prod1.oit.umn.edu,192.168.53.217,rhel-x86_64-server-6,2015-07-08,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 0f 95 ad d3 14 b7-99 52 ff 56 fc f5 5e 39,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,150G,7993,eth0-00:50:56:a3:20:c6-192.168.53.217,42230f95add314b79952ff56fcf55e39,WBOB,VM,VM,VM,queue and processing using Sidekiq,Production,NA,Hosting,ASR,asrweb@umn.edu,debbieg whit0694 poul0035 dlagerro,Yes,Yes,NA,NA
asr-sdpqueue-qat-02.oit.umn.edu,128.101.122.68,rhel-x86_64-server-7,2017-02-06,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 27 8d fc 52 e2 98-d0 60 17 8f 22 56 31 58,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,NA,7815,NA,4223278dfc52e298d060178f22563158,WBOB,NA,NA,NA,SDP queue manager,Test,NA,Hosting,NA,NA,NA,NA,no,oit-hosting,Jointly managed
asr-sdpqueue-stage1.oit.umn.edu,192.168.53.218,rhel-x86_64-server-6,2015-07-08,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 d8 cf 0e 4d d7 cb-02 ba bf 53 c3 a2 29 8a,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,150G,7993,eth0-00:50:56:a3:50:f2-192.168.53.218,4223d8cf0e4dd7cb02babf53c3a2298a,WBOB,VM,VM,VM,queue and processing using Sidekiq,Production,NA,Hosting,ASR,asrweb@umn.edu,debbieg whit0694 poul0035 dlagerro,Yes,Yes,NA,NA
asr-sessions-prd-02.oit.umn.edu,128.101.122.70,rhel-x86_64-server-7,2017-02-15,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 d5 2f 57 79 ce 54-65 85 30 7a 82 f1 d0 44,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,7815,NA,4223d52f5779ce546585307a82f1d044,WBOB,VM,VM,VM,Web server for our sessions api endpoint,Production,3,Hosting,ASR,debbieg@umn.edu,debbieg whit0694 dlagerro,No,No,oit-hosting,Jointly Managed
asr-sessions-qat-02.oit.umn.edu,134.84.212.101,rhel-x86_64-server-7,2017-02-06,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 99 d2 62 44 fa 61-8c 84 7c 68 6b 61 01 f6,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,3783,NA,422399d26244fa618c847c686b6101f6,WBOB,VM,VM,VM,Web server for our sessions api endpoint,Test,3,Hosting,ASR,asrweb@umn.edu,debbieg whit0694 dlagerro,No,No,oit-hosting,Jointly Managed
asr-sfhub-dev.oit.umn.edu,128.101.122.25,rhel-x86_64-server-7,2017-04-27,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 38 36 7f 18 4e 4a-54 71 a4 4b 44 0a 82 62,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,5799,NA,422338367f184e4a5471a44b440a8262,WBOB,VM,VM,VM,Web Service integration,Development,3,Hosting,ASR,whit0694@umn.edu,whit0694 hoang027,No,No,oit-hosting,Jointly Managed
asr-studentathletes-prod1.oit.umn.edu,128.101.2.151,rhel-x86_64-server-6,2015-03-16,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 ce 10 5b a9 95 5b-2f 13 ff 1b e5 37 1e 63,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,100G,7993,eth0-00:50:56:a3:1d:94-128.101.2.151,4223ce105ba9955b2f13ff1be5371e63,WBOB,VM,VM,VM,public web server for ASR site,Production,NA,Hosting,ASR,asrweb@umn.edu,debbieg whit0694 poul0035 dlagerro,Yes,Yes,NA,NA
asr-studentathletes-stage1.oit.umn.edu,128.101.2.152,rhel-x86_64-server-6,2015-03-16,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 6d d0 70 ab fa b3-49 26 1b d6 54 f0 72 f8,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,100G,7993,eth0-00:50:56:a3:0a:b7-128.101.2.152,42236dd070abfab349261bd654f072f8,WBOB,VM,VM,VM,public web server for ASR site,Test,NA,Hosting,ASR,asrweb@umn.edu,debbieg whit0694 poul0035 dlagerro,Yes,Yes,NA,NA
asr-tfms-production.oit.umn.edu,134.84.192.188,rhel-x86_64-server-6,2015-01-12,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 71 f6 bd b0 04 62-e1 2c 66 4c 74 d9 73 9c,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,80G,7993,eth0-00:50:56:a3:43:b5-134.84.192.188,422371f6bdb00462e12c664c74d9739c,WBOB,VM,VM,VM,WEB,Production,NA,Hosting,ASR,asrweb@umn.edu,debbieg whit0694 poul0035 dlagerro,Yes,Yes,NA,NA
asr-tfms-staging.oit.umn.edu,134.84.192.219,rhel-x86_64-server-6,2014-12-10,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 32 82 94 b2 64 dc-6a 41 dd 68 f1 78 36 74,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,70G,7993,eth0-00:50:56:a3:31:af-134.84.192.219,4223328294b264dc6a41dd68f1783674,WBOB,VM,VM,VM,Staging Server for Tuition & Fee Mngmt Application,Test,NA,Hosting,ASR,asrweb@umn.edu,debbieg whit0694 poul0035 dlagerro,Yes,Yes,NA,NA
ath-intranettest.oit.umn.edu,134.84.231.131,rhel-x86_64-server-6,2011-10-25,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 30 f0 13 bb 06 f7 e2-ac 13 49 9f e7 06 80 f4,NA,NA,NA,25 Oct 2011,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,45GB,1877,eth0-00:50:56:b0:00:f4-134.84.231.131,4230f013bb06f7e2ac13499fe70680f4,WBOB,NA,VM,1VU,Testing intranet site changes prior to pushing changes to production,Test,3,Hosting,Intercollegiate Athletics,icahelp@umn.edu,mill3454  goon  makix310 shee0129,No,NA,NA,NA
athletics-prd-02.oit.umn.edu,128.101.122.65,rhel-x86_64-server-7,2017-02-06,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 0a 11 6e 94 9a a3-4b 42 9a 11 e4 75 4b 7c,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,3783,NA,42230a116e949aa34b429a11e4754b7c,WBOB,VM,VM,VM,Athletics web server,Production,3,Hosting,ATL,goon@umn.edu,goon shee0129,No,Yes,oit-hosting,Fully Managed
ath-livestats.oit.umn.edu,134.84.192.105,rhel-x86_64-server-6,2013-09-09,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 63 58 6b b2 98 3b-2e f4 4f 48 71 62 28 2a,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,30G,1998,eth0-00:50:56:a3:7a:ea-134.84.192.105,422363586bb2983b2ef44f487162282a,WBOB,VM,VM,VM,Publish statistics to web,Production,1,Hosting,Athletics,icaweb@umn.edu,goon  makix310 shee0129,Yes,Yes,NA,NA
ath-northingshort.oit.umn.edu,134.84.192.151,rhel-x86_64-server-6,2014-02-27,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 85 50 a1 2b 19 61-f9 84 b6 2b 8d 4c f0 a6,NA,NA,NA,NA,Intel(R) Xeon(R) CPU           X6550  @ 2.00GHz,30G,1998,eth0-00:50:56:a3:54:6e-134.84.192.151,42238550a12b1961f984b62b8d4cf0a6,WBOB,VM,VM,VM,web,Test,NA,Hosting,Athletics Department,shee0129@umn.edu,shee0129  goon,Yes,Yes,NA,NA
auth-pub-1-private.ggnet.umn.edu,134.84.20.25,rhel-x86_64-server-6,2012-03-21,Dell Inc.,PowerEdge R610 Not Specified,3V3JML1,201001473,2013-01-12,NA,2010-01-12,Intel(R) Xeon(R) CPU           E5520  @ 2.27GHz,73 300,7853,eth1-00:21:9b:95:fe:59-134.84.20.25 eth2-00:21:9b:95:fe:5b-NA eth0-00:21:9b:95:fe:57-192.168.249.203 eth3-00:21:9b:95:fe:5d-NA,NA,InfoTech,01-184-01-00174,184-174-13,1U,tacacs,Production,1,Data Network,OIT,doit-nts@umn.edu ssb@umn.edu peiffer@umn.edu,ssb@umn.edu peiffer@umn.edu,No,NA,NA,NA
auth-pub-2-private.ggnet.umn.edu,134.84.20.26,rhel-x86_64-server-6,2012-04-02,Dell Inc.,PowerEdge R610 Not Specified,3VFJML1,201001480,2013-01-12,NA,2010-01-12,Intel(R) Xeon(R) CPU           E5520  @ 2.27GHz,73 300,7854,eth0-00:22:19:65:80:cb-192.168.249.205 eth1-00:22:19:65:80:cd-134.84.20.26 eth2-00:22:19:65:80:cf-NA eth3-00:22:19:65:80:d1-NA,NA,TelecomB,01-161-0B-00025,25080,1U,tacacs,Production,1,Data Network,OIT,doit-nts@umn.edu ssb@umn.edu peiffer@umn.edu,ssb@umn.edu peiffer@umn.edu,No,NA,NA,NA
auxs-idea-prd-web-01.oit.umn.edu,128.101.122.17,rhel-x86_64-server-7,2016-10-05,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 95 e6 50 d2 3d 67-7e e4 bd d7 6e 6e 50 13,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,NA,7816,NA,422395e650d23d677ee4bdd76e6e5013,WBOB,NA,NA,NA,webserver with tomcat,Production,NA,Hosting,AUXS,phamx039@umn.edu,froeh001 phamx039 cdmeyer white087 cease003,NA,Yes,NA,NA
auxs-idea-tst-web-01.oit.umn.edu,128.101.122.16,rhel-x86_64-server-7,2016-10-05,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 74 0c be 09 3f 7e-49 42 56 f1 7c 17 e2 df,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,NA,5800,NA,4223740cbe093f7e494256f17c17e2df,WBOB,NA,NA,NA,webserver with tomcat,Test,NA,Hosting,AUXS,phamx039@umn.edu,froeh001 phamx039 cdmeyer white087 cease003,NA,Yes,NA,NA
auxs-php-dev-web-02.oit.umn.edu,134.84.212.86,rhel-x86_64-server-7,2016-04-27,Phoenix Technologies LTD,VMware Virtual Platform None,VMware-42 23 f0 77 18 dc fc 73-db 3f d1 35 fe 11 c3 70,NA,NA,NA,NA,Intel(R) Xeon(R) CPU E5-2695 v3 @ 2.30GHz,50G,3791,NA,4223f07718dcfc73db3fd135fe11c370,WBOB,VM,VM,VM,Web Server,Development,2,Hosting,AUXS,phamx039@umn.edu,white087@umn.edu  phamx039@umn.edu  schwarzi@umn.edu  cdmeyer@umn.edu  froeh001@umn.edu  cease003@umn.edu,No,Yes,NA,NA
bastion-1.nts.umn.edu,134.84.20.11,RHEL,2009-04-14,Sun Microsystems,Sun Fire(tm) V60 370-6037,FG41450210,NA,NA,NA,NA,Intel(R) Xeon(TM) CPU 2.80GHz,NA,1010,eth1-00:0e:0c:09:74:30-192.168.249.11 eth0-00:0e:0c:09:74:31-134.84.20.11,NA,InfoTech,01-184-01-00174,184-174-13,1u,bastion/gateway,Production,1,Data Network,OIT-NTS,doit-nts@umn.edu,ssb@umn.edu peiffer@umn.edu,NA,NA,NA,NA
